Date,Machine_ID,Shift,Plant_Location,Planned_Production_Time,Downtime,Ideal_Cycle_Time,Downtime_Reason,Operating_Time,Total_Production,Defective_Production,Good_Production
2024-10-20,M1,B,Pune,431,116.14999999999999,0.8297368784713394,Breakdown,314.85,330,12.0,318
2024-11-01,M4,C,Mumbai,442,25.299999999999997,0.8711266643614712,Breakdown,416.7,384,7.0,377
2024-04-07,M2,C,Mumbai,440,62.0,0.970101320875639,Maintenance,378.0,319,46.0,273
2024-12-03,M4,A,Pune,445,37.0,0.8015908362557082,Maintenance,408.0,447,12.0,435
2024-10-12,M3,C,Mumbai,427,65.0,1.3063094627269742,Maintenance,362.0,216,7.0,209
2024-11-30,M3,B,Mumbai,449,71.3,1.441883917554957,Breakdown,377.7,242,8.0,234
2024-12-12,M1,A,Mumbai,453,109.0,0.9639586288341118,Power Failure,344.0,297,11.0,286
2024-11-03,M3,A,Mumbai,421,61.0,1.2306958054981025,Setup,360.0,247,9.0,238
2024-09-05,M2,B,Chennai,424,43.0,0.9164326392196741,Maintenance,381.0,325,38.0,287
2024-06-14,M3,A,Pune,450,47.15,1.2691018584047868,Breakdown,402.85,270,12.0,258
2024-11-30,M1,A,Chennai,452,125.0,0.9804563140881247,Setup,327.0,294,9.0,285
2024-01-30,M4,B,Mumbai,473,24.0,0.9090422157634801,Maintenance,449.0,390,9.0,381
2024-09-03,M4,A,Pune,423,24.0,0.888264834197019,Power Failure,399.0,405,4.0,401
2024-04-15,M3,A,Mumbai,425,54.0,1.3913747352163506,Setup,371.0,241,8.0,233
2024-02-20,M2,B,Pune,442,55.0,0.8096050775199827,Setup,387.0,419,43.0,376
2024-03-21,M1,C,Chennai,464,98.89999999999999,0.8370351877690119,Breakdown,365.1,364,11.0,353
2024-05-12,M2,B,Pune,438,52.9,0.9462974263786914,Breakdown,385.1,349,51.0,298
2024-10-11,M1,A,Mumbai,462,126.49999999999999,0.9017480578860284,Breakdown,335.5,318,10.0,308
2024-05-17,M3,B,Pune,464,78.0,1.453561290819245,Power Failure,386.0,209,8.0,201
2024-07-02,M1,A,Pune,427,99.0,0.9790828116134039,Setup,328.0,309,7.0,302
2024-11-25,M1,A,Chennai,458,112.0,0.9904203071420844,Maintenance,346.0,318,8.0,310
2024-09-29,M3,B,Mumbai,432,34.0,1.4074585157686677,Power Failure,398.0,232,10.0,222
2024-12-05,M2,A,Pune,420,61.0,0.9165065660975628,Maintenance,359.0,339,,310
2024-03-09,M3,C,Chennai,425,67.0,1.485577084482951,Maintenance,358.0,195,8.0,187
2024-02-03,M1,A,Pune,426,147.2,0.9713967611422751,Breakdown,278.8,263,8.0,255
2024-09-18,M3,B,Mumbai,467,36.0,,Maintenance,431.0,255,9.0,246
2024-02-22,M1,C,Pune,446,81.0,0.9467872909466568,Maintenance,365.0,300,11.0,289
2024-07-23,M3,C,Pune,434,40.0,1.342094206932201,Power Failure,394.0,238,5.0,233
2024-05-05,M4,A,Pune,471,,0.9281904439696351,Breakdown,426.15,430,9.0,421
2024-08-22,M4,B,Pune,453,24.0,0.9885292292959329,Maintenance,429.0,386,8.0,378
2024-02-12,M3,A,Mumbai,477,77.0,1.551452370469203,Maintenance,400.0,240,5.0,235
2024-08-27,M2,A,Chennai,476,32.0,0.9567921574122036,Maintenance,444.0,426,57.0,369
2024-04-20,M1,B,Chennai,442,98.0,0.9794926300494894,Setup,344.0,310,6.0,304
2024-09-05,M4,B,Pune,467,,,Setup,447.0,458,8.0,450
2024-05-30,M2,A,Mumbai,468,47.15,0.8896554291661461,Breakdown,420.85,413,35.0,378
2024-07-01,M1,C,Mumbai,443,97.0,0.8134315564765643,Power Failure,346.0,350,12.0,338
2024-12-01,M4,A,Mumbai,434,31.049999999999997,0.8470337739123374,Breakdown,402.95,417,11.0,406
2024-04-04,M4,C,Mumbai,454,35.0,0.9464480500411778,Setup,419.0,360,5.0,355
2024-01-08,M3,A,Mumbai,423,85.1,1.5471169819006896,Breakdown,337.9,210,5.0,205
2024-12-25,M1,B,Mumbai,463,86.0,0.8724821283626604,Power Failure,377.0,383,12.0,371
2024-07-02,M2,C,Pune,456,48.3,0.8501324069422934,Breakdown,407.7,388,54.0,334
2024-10-07,M2,B,Chennai,436,55.0,0.8317675390764032,Maintenance,381.0,354,47.0,307
2024-07-13,M2,B,Chennai,450,33.0,0.8059165689090475,Power Failure,417.0,433,45.0,388
2024-12-17,M1,B,Pune,457,116.0,0.9676798176973385,Power Failure,341.0,322,11.0,311
2024-07-13,M2,B,Chennai,429,64.0,0.9316394816426734,Power Failure,365.0,325,28.0,297
2024-06-03,M2,B,Mumbai,473,54.05,0.9570196017902051,Breakdown,418.95,394,38.0,356
2024-04-02,M2,A,Mumbai,469,71.3,0.8950294360313765,Breakdown,397.7,382,41.0,341
2024-06-08,M3,C,Chennai,446,42.0,1.4530317456881146,Maintenance,404.0,226,7.0,219
2024-03-01,M3,A,Mumbai,461,32.0,1.5025935396399666,Power Failure,429.0,259,,251
2024-05-01,M1,A,Mumbai,425,96.0,0.921716319575129,Maintenance,329.0,310,11.0,299
2024-02-20,M1,A,Chennai,475,117.0,0.9127784225658533,Power Failure,358.0,381,14.0,367
2024-10-03,M2,B,Pune,425,77.0,0.9635958552850988,Setup,348.0,316,30.0,286
2024-01-05,M3,A,Chennai,471,40.25,1.5796388355713706,Breakdown,430.75,234,11.0,223
2024-04-01,M4,C,Chennai,434,58.0,0.8527568824113632,Maintenance,376.0,344,8.0,336
2024-06-18,M4,A,Chennai,423,56.349999999999994,0.9419765377552629,Breakdown,366.65,361,6.0,355
2024-11-12,M2,B,Chennai,476,51.74999999999999,0.9492612338975219,Breakdown,424.25,369,42.0,327
2024-01-22,M2,C,Pune,467,61.0,0.8661903837913301,Setup,406.0,398,46.0,352
2024-11-21,M3,C,Pune,473,45.0,1.3831117405062558,Setup,428.0,233,4.0,229
2024-01-01,M3,C,Mumbai,475,39.0,1.3954054559983011,Power Failure,436.0,240,10.0,230
2024-05-12,M3,C,Mumbai,459,67.0,1.4300621316511735,Setup,392.0,209,5.0,204
2024-08-20,M1,A,Chennai,426,93.0,0.8209607979079179,Power Failure,333.0,347,13.0,334
2024-01-12,M1,B,Mumbai,470,123.0,0.8091924594022221,Setup,347.0,357,13.0,344
2024-12-11,M2,C,Pune,477,56.0,0.8695159808715001,Setup,421.0,406,60.0,346
2024-02-15,M1,C,Mumbai,468,100.0,0.8564016673546112,Maintenance,368.0,319,10.0,309
2024-02-03,M3,B,Mumbai,472,67.0,1.5340504653372817,Setup,405.0,208,5.0,203
2024-03-18,M3,A,Mumbai,464,54.0,1.2245626332564485,Maintenance,410.0,281,13.0,268
2024-08-05,M1,C,Chennai,466,123.0,0.808616194001185,Setup,343.0,339,8.0,331
2024-10-27,M4,A,Mumbai,445,54.0,0.889618222559184,Maintenance,391.0,411,12.0,399
2024-03-13,M2,A,Pune,477,34.5,0.8355606476220163,Breakdown,442.5,499,70.0,429
2024-10-08,M4,A,Pune,450,39.0,0.9756413348453687,Power Failure,411.0,347,4.0,343
2024-09-05,M2,A,Pune,421,54.0,0.913898367704002,Setup,367.0,367,29.0,338
2024-02-16,M4,C,Pune,447,50.0,0.929655204885408,Maintenance,397.0,352,9.0,343
2024-04-30,M1,C,Mumbai,461,127.0,0.9136722364871549,Setup,334.0,301,10.0,291
2024-08-01,M2,A,Chennai,432,32.0,0.842962812820827,Maintenance,400.0,424,48.0,376
2024-08-26,M2,A,Pune,437,32.0,0.9014005980992345,Maintenance,405.0,408,54.0,354
2024-02-25,M2,B,Pune,449,34.0,0.8702152477486477,Setup,415.0,389,55.0,334
2024-12-15,M3,B,Chennai,474,76.0,1.5876466123762956,Power Failure,398.0,199,4.0,195
2024-04-16,M3,B,Chennai,430,68.0,1.403840755529845,Maintenance,362.0,213,5.0,208
2024-11-14,M4,C,Pune,432,36.8,0.8563916654285291,Breakdown,395.2,370,5.0,365
2024-02-17,M1,B,Pune,470,108.0,0.9756233444211364,Setup,362.0,298,10.0,288
2024-03-01,M3,C,Chennai,443,63.24999999999999,1.5994893018150855,Breakdown,379.75,196,9.0,187
2024-12-02,M2,C,Pune,476,78.0,0.9283492885002115,Maintenance,398.0,361,50.0,311
2024-01-26,M3,C,Pune,448,41.0,1.406237522101741,Maintenance,407.0,241,5.0,236
2024-10-18,M1,C,Mumbai,475,85.0,0.9549120499829175,Setup,390.0,315,8.0,307
2024-09-13,M3,B,Chennai,473,37.0,1.2611149094573868,Power Failure,436.0,298,11.0,287
2024-01-08,M2,A,Mumbai,424,57.49999999999999,0.9759971383121673,Breakdown,366.5,343,29.0,314
2024-04-22,M4,A,Mumbai,454,34.0,0.9979099582649654,Power Failure,420.0,359,5.0,354
2024-12-20,M2,A,Chennai,438,36.8,0.9072699255799113,Breakdown,401.2,406,40.0,366
2024-09-09,M1,B,Mumbai,474,83.0,0.8589924832327505,Power Failure,391.0,388,13.0,375
2024-06-28,M4,A,Pune,432,50.0,0.8485819343643299,Setup,382.0,392,8.0,384
2024-07-25,M3,B,Mumbai,424,65.55,1.254767821154244,Breakdown,358.45,231,10.0,221
2024-10-29,M3,B,Chennai,463,79.0,1.53543106654857,Setup,384.0,197,8.0,189
2024-05-06,M3,B,Pune,433,68.0,1.4056941931412212,Power Failure,365.0,239,10.0,229
2024-02-25,M4,A,Pune,457,52.0,0.9082858788609993,Power Failure,405.0,383,8.0,375
2024-08-01,M2,A,Pune,441,30.0,0.8824668431266646,Power Failure,411.0,394,33.0,361
2024-01-14,M4,A,Pune,428,45.0,0.8959227508328167,Setup,383.0,389,9.0,380
2024-01-28,M4,C,Mumbai,468,42.0,0.9018216664782872,Maintenance,426.0,400,,391
2024-03-18,M1,B,Mumbai,459,133.0,0.8667199161684555,Maintenance,326.0,310,8.0,302
2024-08-03,M4,C,Pune,445,28.749999999999996,,Breakdown,416.25,367,8.0,359
2024-12-30,M3,B,Chennai,464,59.0,1.5380422563921048,Setup,405.0,225,6.0,219
2024-06-02,M2,A,Pune,424,57.0,0.9891312330764168,Setup,367.0,333,43.0,290
2024-01-14,M2,B,Mumbai,448,46.0,0.8253242243381547,Setup,402.0,436,46.0,390
2024-07-05,M2,B,Pune,473,73.0,0.9984479327409217,Power Failure,400.0,313,43.0,270
2024-11-07,M3,C,Mumbai,441,43.0,1.366223997774857,Setup,398.0,242,5.0,237
2024-01-07,M3,B,Pune,468,46.0,1.3618394664671138,Maintenance,422.0,268,8.0,260
2024-01-03,M3,A,Chennai,422,85.1,1.2479113519534244,Breakdown,336.9,259,6.0,253
2024-04-20,M3,B,Pune,447,63.0,1.496021198670314,Maintenance,384.0,228,10.0,218
2024-08-25,M3,B,Chennai,457,65.0,1.43812430073738,Setup,392.0,241,6.0,235
2024-12-28,M4,B,Chennai,433,43.699999999999996,0.8984790250961039,Breakdown,389.3,358,10.0,348
2024-08-26,M3,C,Pune,466,78.19999999999999,1.3604039279091866,Breakdown,387.8,221,9.0,212
2024-09-30,M3,B,Chennai,433,50.0,1.2410893494747408,Setup,383.0,257,8.0,249
2024-10-20,M3,B,Chennai,462,71.0,1.274043492171138,Setup,391.0,250,12.0,238
2024-08-14,M3,C,Mumbai,430,53.0,1.5336169071706682,Maintenance,377.0,207,4.0,203
2024-01-15,M2,C,Mumbai,428,79.0,0.8678625192386161,Maintenance,349.0,305,35.0,270
2024-07-10,M3,C,Chennai,457,30.0,1.340169028726437,Power Failure,427.0,241,12.0,229
2024-04-28,M4,C,Pune,466,38.0,0.8471951154238904,Power Failure,428.0,418,6.0,412
2024-01-28,M4,A,Chennai,463,59.0,0.9705610627405895,Power Failure,404.0,395,5.0,390
2024-07-20,M4,A,Pune,425,52.0,0.8555238999238777,Setup,373.0,398,11.0,387
2024-02-08,M1,B,Mumbai,420,86.0,0.8395213162781718,Setup,334.0,351,13.0,338
2024-09-29,M2,A,Pune,444,69.0,0.9819227593765825,Power Failure,375.0,340,27.0,313
2024-08-18,M3,B,Chennai,435,65.0,1.4344023812138478,Power Failure,370.0,224,10.0,214
2024-03-26,M1,A,Chennai,471,90.0,0.9544815444246484,Maintenance,381.0,357,14.0,343
2024-05-05,M3,C,Chennai,434,71.0,1.4524547584831193,Power Failure,363.0,218,5.0,213
2024-10-26,M1,C,Chennai,453,81.0,0.9914981062042443,Power Failure,372.0,275,8.0,267
2024-01-25,M1,A,Chennai,436,146.04999999999998,0.8280000965401485,Breakdown,289.95000000000005,321,7.0,314
2024-05-24,M4,A,Pune,422,31.0,0.9816148805059182,Power Failure,391.0,361,9.0,352
2024-01-13,M4,B,Chennai,422,37.949999999999996,0.8538372880343374,Breakdown,384.05,388,8.0,380
2024-07-30,M1,B,Mumbai,456,111.0,0.8056368104690235,Power Failure,345.0,367,10.0,357
2024-01-25,M4,B,Chennai,436,26.45,0.9630817282644951,Breakdown,409.55,368,5.0,363
2024-03-08,M1,C,Pune,474,82.0,0.8469812522262478,Power Failure,392.0,390,13.0,377
2024-03-07,M2,C,Chennai,468,47.0,0.8548041434804816,Maintenance,421.0,382,51.0,331
2024-08-20,M4,C,Chennai,471,55.0,0.8353246852049183,Setup,416.0,371,6.0,365
2024-04-18,M4,C,Pune,457,27.599999999999998,0.8752363580971904,Breakdown,429.4,362,9.0,353
2024-05-25,M4,B,Chennai,420,59.0,0.8057220287198471,Setup,361.0,362,10.0,352
2024-04-20,M2,C,Pune,426,40.0,0.8467735487274752,Maintenance,386.0,345,28.0,317
2024-08-15,M1,C,Chennai,445,101.0,0.8437812325182633,Power Failure,344.0,331,7.0,324
2024-04-20,M3,C,Mumbai,466,41.0,1.5443179559440683,Power Failure,425.0,220,4.0,216
2024-02-03,M4,C,Chennai,458,21.0,0.999365087362248,Maintenance,437.0,372,10.0,362
2024-04-20,M1,A,Pune,438,135.0,0.850523892120355,Setup,303.0,313,9.0,304
2024-09-20,M2,B,Mumbai,471,33.0,0.9252512162264597,Setup,438.0,403,57.0,346
2024-08-23,M3,B,Pune,473,45.0,1.4985675758949355,Setup,428.0,227,11.0,216
2024-03-23,M4,C,Chennai,449,41.0,0.9617970801342377,Setup,408.0,360,10.0,350
2024-02-11,M2,A,Mumbai,462,60.949999999999996,0.9993122839027714,Breakdown,401.05,363,43.0,320
2024-04-10,M2,B,Pune,474,43.0,0.8993999397855139,Setup,431.0,395,34.0,361
2024-01-06,M3,B,Mumbai,433,90.85,1.577031092757155,Breakdown,342.15,182,4.0,178
2024-06-28,M1,C,Mumbai,432,130.0,0.9996590348363812,Maintenance,302.0,238,5.0,233
2024-10-08,M4,C,Pune,439,38.0,0.812409052084366,Power Failure,401.0,417,4.0,413
2024-11-15,M4,B,Mumbai,445,46.0,0.9028376361842023,Breakdown,399.0,384,6.0,378
2024-08-13,M1,B,Pune,446,86.0,0.9914983115741903,Setup,360.0,310,12.0,298
2024-11-10,M1,A,Mumbai,444,117.0,0.8015616800360764,Power Failure,327.0,347,7.0,340
2024-12-30,M1,B,Mumbai,428,102.35,0.891320763919013,Breakdown,325.65,296,6.0,290
2024-08-16,M3,B,Mumbai,460,64.0,1.367694776598944,Power Failure,396.0,232,6.0,226
2024-10-15,M3,C,Chennai,467,60.0,1.5686163772787096,Maintenance,407.0,197,4.0,193
2024-05-29,M4,B,Chennai,431,35.0,0.8667107229202629,Setup,396.0,367,10.0,357
2024-10-03,M3,C,Pune,429,40.0,1.5123303333643714,Maintenance,389.0,196,8.0,188
2024-07-16,M2,B,Mumbai,425,57.0,0.9232760052297668,Power Failure,368.0,347,33.0,314
2024-03-10,M4,B,Pune,469,34.0,,Maintenance,435.0,398,5.0,393
2024-04-21,M3,B,Chennai,453,63.0,1.5695337745693458,Setup,390.0,210,6.0,204
2024-01-04,M1,A,Chennai,478,139.14999999999998,0.903332099160388,Breakdown,338.85,341,9.0,332
2024-12-15,M2,C,Chennai,471,74.0,0.9806413335831579,Maintenance,397.0,332,27.0,305
2024-11-26,M1,A,Chennai,460,113.0,0.8673718764352174,Setup,347.0,358,10.0,348
2024-11-13,M4,B,Pune,438,44.0,0.8856351374924301,Power Failure,394.0,356,7.0,349
2024-12-15,M1,A,Mumbai,425,137.0,0.8238215359577562,Maintenance,288.0,325,12.0,313
2024-04-04,M3,C,Pune,421,48.3,1.4439246631914806,Breakdown,372.7,214,10.0,204
2024-05-31,M3,B,Mumbai,434,35.0,1.3102383739082597,Maintenance,399.0,252,10.0,242
2024-11-06,M4,A,Chennai,436,70.5,0.9033740703303521,Power Failure,389.0,360,10.0,350
2024-05-16,M1,A,Mumbai,435,103.0,0.8109915749300133,Power Failure,332.0,386,14.0,372
2024-09-03,M4,C,Chennai,447,36.0,0.9549711594861413,Power Failure,411.0,355,5.0,350
2024-08-30,M1,A,Pune,440,120.0,0.9563988571022121,Maintenance,320.0,273,6.0,267
2024-01-31,M2,C,Mumbai,427,52.0,0.812242301397796,Maintenance,375.0,336,38.0,298
2024-02-09,M3,B,Pune,429,39.0,1.527895416370499,Maintenance,390.0,221,6.0,215
2024-08-16,M4,B,Chennai,429,60.949999999999996,0.8259785652597511,Breakdown,368.05,376,10.0,366
2024-02-05,M2,A,Pune,469,30.0,0.9350109661466932,Setup,439.0,439,58.0,381
2024-08-10,M2,B,Chennai,429,49.0,0.9928918536559025,Maintenance,380.0,307,43.0,264
2024-01-06,M4,B,Chennai,428,58.65,0.9386901682195082,Breakdown,369.35,341,4.0,337
2024-11-17,M4,A,Chennai,447,30.0,0.9150881853061331,Power Failure,417.0,384,6.0,378
2024-08-07,M2,B,Pune,443,68.0,0.9433419814810318,Maintenance,375.0,327,44.0,283
2024-03-15,M1,A,Pune,438,92.0,0.8856269689422189,Maintenance,346.0,365,9.0,356
2024-01-04,M2,C,Mumbai,452,65.0,0.9202395610980205,Maintenance,387.0,331,45.0,286
2024-11-30,M4,C,Mumbai,423,26.45,0.8736633011252252,Breakdown,396.55,350,9.0,341
2024-05-13,M2,C,Pune,475,78.0,0.8640517329025966,Maintenance,397.0,380,54.0,326
2024-04-27,M1,A,Pune,422,132.0,0.8153205816716421,Maintenance,290.0,299,11.0,288
2024-04-03,M3,A,Pune,461,76.0,1.2036376721209676,Setup,385.0,268,8.0,260
2024-03-02,M3,B,Pune,431,89.69999999999999,,Breakdown,341.3,199,6.0,193
2024-07-12,M2,B,Chennai,437,52.0,0.9684861604300894,Setup,385.0,348,37.0,311
2024-11-30,M1,B,Chennai,442,107.0,0.8296355460658947,Setup,335.0,344,7.0,337
2024-07-21,M3,B,Chennai,439,44.0,1.225775050221077,Setup,395.0,286,12.0,274
2024-01-26,M2,B,Pune,425,34.0,0.8904153141358241,Setup,391.0,372,33.0,339
2024-06-21,M2,A,Chennai,472,38.0,0.8365995433204199,Power Failure,434.0,455,50.0,405
2024-10-26,M1,A,Chennai,453,129.0,0.8089986927239885,Maintenance,324.0,356,7.0,349
2024-05-12,M4,C,Mumbai,461,38.0,0.944765736364589,Setup,423.0,370,5.0,365
2024-11-21,M2,C,Mumbai,421,69.0,0.8305283061852341,Breakdown,352.0,342,31.0,311
2024-04-27,M4,C,Chennai,449,51.0,0.970287007571495,Maintenance,398.0,349,8.0,341
2024-11-19,M4,C,Chennai,428,38.0,0.8787922550680851,Setup,390.0,371,8.0,363
2024-10-01,M3,A,Chennai,446,64.0,1.2073304674180794,Setup,382.0,268,9.0,259
2024-07-30,M4,A,Pune,461,27.599999999999998,0.9243712170969152,Breakdown,433.4,418,10.0,408
2024-08-12,M1,A,Mumbai,453,,0.8378912906229954,Power Failure,334.0,357,11.0,346
2024-01-20,M3,B,Mumbai,459,47.15,1.4582762673798153,Breakdown,411.85,225,7.0,218
2024-04-22,M3,B,Mumbai,443,58.0,1.4220952919623995,Power Failure,385.0,211,10.0,201
2024-05-19,M3,C,Chennai,468,62.0,1.3088875203359103,Power Failure,406.0,255,7.0,248
2024-02-16,M2,B,Pune,436,70.0,0.9157023584818891,Power Failure,366.0,341,31.0,310
2024-01-01,M2,A,Mumbai,448,40.0,0.998152431107876,Setup,408.0,359,49.0,310
2024-03-30,M4,C,Mumbai,455,49.0,0.9752279569368014,Setup,406.0,344,7.0,337
2024-05-21,M3,C,Pune,469,46.0,1.3182270953948134,Power Failure,423.0,263,12.0,251
2024-11-15,M3,B,Chennai,431,54.0,1.3903903874638985,Power Failure,377.0,220,6.0,214
2024-02-07,M1,C,Chennai,450,98.0,0.8545656769828596,Setup,352.0,341,13.0,328
2024-10-19,M4,B,Mumbai,468,38.0,0.9863361991241932,Power Failure,430.0,362,9.0,353
2024-05-18,M1,B,Mumbai,428,101.0,0.9686086873343407,Setup,327.0,305,10.0,295
2024-12-21,M4,C,Pune,438,55.0,0.9251732219230736,Power Failure,383.0,338,8.0,330
2024-11-28,M4,B,Mumbai,465,39.0,0.9900649077934547,Setup,426.0,381,7.0,374
2024-09-15,M2,B,Pune,465,37.949999999999996,0.898473545517066,Breakdown,427.05,404,47.0,357
2024-06-09,M2,B,Mumbai,436,53.0,0.9094230216657271,Power Failure,383.0,370,52.0,318
2024-06-26,M1,B,Mumbai,421,91.0,0.9913175106959089,Power Failure,330.0,292,11.0,281
2024-01-10,M4,C,Mumbai,459,67.85,0.8169753489632289,Breakdown,391.15,394,6.0,388
2024-09-17,M3,A,Chennai,424,49.0,1.2123011762038864,Maintenance,375.0,265,12.0,253
2024-05-17,M2,A,Pune,478,50.0,0.9619304664140904,Power Failure,428.0,393,54.0,339
2024-06-20,M3,B,Pune,458,69.0,1.2525048844371482,Maintenance,389.0,278,11.0,267
2024-01-13,M1,B,Chennai,473,134.54999999999998,0.8418829179190571,Breakdown,338.45000000000005,352,10.0,342
2024-06-16,M2,B,Chennai,467,39.0,0.8275340528522014,Power Failure,428.0,431,41.0,390
2024-05-09,M2,A,Chennai,435,64.0,0.8439994305341085,Maintenance,371.0,409,59.0,350
2024-03-24,M4,B,Pune,436,31.0,0.9502383272902771,Power Failure,405.0,370,5.0,365
2024-11-16,M1,C,Mumbai,473,127.0,0.871314608528812,Power Failure,346.0,291,10.0,281
2024-11-14,M4,C,Chennai,446,20.0,0.9661585445678148,Setup,426.0,332,9.0,323
2024-04-10,M2,C,Chennai,426,49.0,0.9432719571421949,Maintenance,377.0,304,43.0,261
2024-11-24,M1,A,Chennai,471,119.0,0.9691923905391912,Setup,352.0,310,9.0,301
2024-09-29,M2,B,Mumbai,427,66.0,0.9892465800889054,Setup,361.0,306,,272
2024-09-21,M1,B,Mumbai,427,128.0,0.8656403501075235,Maintenance,299.0,303,8.0,295
2024-02-07,M2,B,Chennai,442,70.0,0.9823549094048286,Maintenance,372.0,314,43.0,271
2024-04-03,M3,A,Mumbai,451,32.0,1.5646431427829957,Setup,419.0,227,6.0,221
2024-04-04,M3,A,Chennai,462,42.0,1.355703914496441,Power Failure,420.0,275,12.0,263
2024-10-31,M4,A,Mumbai,466,40.0,0.9147834887919158,Power Failure,426.0,439,5.0,434
2024-03-09,M3,A,Pune,437,48.3,1.5953667299361203,Breakdown,388.7,215,10.0,205
2024-11-13,M2,C,Pune,457,62.0,0.8071006737437265,Power Failure,395.0,413,60.0,353
2024-08-23,M2,A,Mumbai,473,54.0,0.8628037527444731,Maintenance,419.0,415,47.0,368
2024-11-29,M3,A,Pune,431,69.0,1.4320779612991907,Maintenance,362.0,210,5.0,205
2024-05-16,M4,A,Pune,434,39.099999999999994,0.9796135714346564,Breakdown,394.9,367,9.0,358
2024-03-16,M3,B,Pune,447,34.0,1.244735921936645,Maintenance,413.0,274,8.0,266
2024-02-04,M1,B,Chennai,474,,0.8386400254956784,Setup,376.0,384,7.0,377
2024-01-01,M1,B,Mumbai,457,158.7,0.8170428173803542,Breakdown,298.3,327,6.0,321
2024-10-22,M1,C,Mumbai,469,146.04999999999998,0.9827216047762289,Breakdown,322.95000000000005,252,7.0,245
2024-11-15,M3,C,Mumbai,475,56.0,1.369565034995053,Power Failure,419.0,256,12.0,244
2024-02-29,M3,A,Pune,450,35.0,,Power Failure,415.0,245,5.0,240
2024-11-15,M3,B,Chennai,471,50.0,1.5052986294056692,Setup,421.0,246,9.0,237
2024-12-14,M1,C,Mumbai,428,117.0,0.8813135149801422,Setup,311.0,283,8.0,275
2024-11-23,M4,B,Pune,427,26.0,0.9989899972243883,Power Failure,401.0,320,6.0,314
2024-09-23,M2,C,Chennai,465,47.0,0.9171784691439456,Power Failure,418.0,375,50.0,325
2024-12-26,M3,C,Chennai,438,64.0,1.364122245423966,Setup,374.0,235,8.0,227
2024-08-16,M4,A,Mumbai,470,40.0,0.8297253768872818,Power Failure,430.0,423,4.0,419
2024-09-26,M2,A,Mumbai,427,83.94999999999999,0.9884999859745781,Breakdown,343.05,300,44.0,256
2024-11-11,M2,C,Pune,453,64.0,0.868310246371021,Setup,389.0,347,35.0,312
2024-10-12,M2,A,Mumbai,476,33.0,0.9668457646737938,Power Failure,443.0,423,,375
2024-10-17,M4,C,Pune,423,48.0,0.9079821731470012,Maintenance,375.0,330,7.0,323
2024-07-31,M4,C,Chennai,450,31.0,0.9259118111990293,Maintenance,419.0,346,8.0,338
2024-06-13,M1,B,Chennai,457,95.0,0.8891385777251877,Setup,362.0,353,13.0,340
2024-01-05,M4,A,Chennai,422,57.0,0.8637851430863779,Maintenance,365.0,350,6.0,344
2024-12-04,M4,A,Chennai,454,22.0,0.8631570766879758,Maintenance,432.0,416,10.0,406
2024-03-18,M4,A,Mumbai,438,47.15,0.9504687946017683,Breakdown,390.85,361,8.0,353
2024-03-02,M2,B,Mumbai,462,68.0,0.9566471437755925,Setup,394.0,343,43.0,300
2024-05-11,M3,B,Pune,448,62.0,1.5855116545665215,Maintenance,386.0,200,9.0,191
2024-03-29,M1,B,Pune,429,124.0,0.8405538418737679,Power Failure,305.0,288,7.0,281
2024-08-24,M3,A,Pune,431,69.0,1.2265826103828537,Setup,362.0,262,8.0,254
2024-02-11,M3,A,Pune,465,35.0,1.2329385982983145,Setup,430.0,316,14.0,302
2024-03-29,M4,A,Pune,449,25.0,0.9636225093549182,Maintenance,424.0,383,,374
2024-10-22,M1,B,Chennai,449,118.0,0.9320375994995717,Maintenance,331.0,309,8.0,301
2024-11-23,M3,B,Chennai,479,54.05,1.56776852639788,Breakdown,424.95,223,4.0,219
2024-10-21,M3,C,Chennai,437,76.0,1.2833944826971158,Power Failure,361.0,210,6.0,204
2024-04-13,M1,B,Pune,443,109.24999999999999,0.9027154804254925,Breakdown,333.75,336,7.0,329
2024-01-14,M4,C,Chennai,451,35.65,0.8328553131804515,Breakdown,415.35,383,10.0,373
2024-10-14,M3,A,Chennai,428,60.0,1.3857330610472136,Power Failure,368.0,228,5.0,223
2024-06-27,M2,B,Chennai,466,62.0,0.8480645536983734,Maintenance,404.0,432,51.0,381
2024-05-04,M3,A,Chennai,443,86.25,1.452947332765845,Breakdown,356.75,230,7.0,223
2024-12-18,M2,A,Mumbai,445,73.0,0.9941110572950997,Setup,372.0,341,30.0,311
2024-01-23,M4,A,Pune,422,54.05,0.9245156980442597,Breakdown,367.95,356,10.0,346
2024-03-03,M3,A,Pune,442,,1.3419693083891564,Power Failure,376.0,231,5.0,226
2024-05-22,M1,B,Mumbai,430,124.19999999999999,0.9143751432941903,Breakdown,305.8,297,10.0,287
2024-06-01,M1,A,Chennai,429,113.85,0.873016975501374,Breakdown,315.15,345,8.0,337
2024-05-24,M3,C,Chennai,469,79.0,1.4673157544550797,Setup,390.0,204,8.0,196
2024-08-12,M4,B,Chennai,455,,0.9377199041350991,Power Failure,428.0,402,6.0,396
2024-11-04,M4,A,Pune,479,25.0,0.8104314461706659,Setup,454.0,495,5.0,490
2024-04-13,M1,B,Pune,432,117.0,0.8291386177660074,Maintenance,315.0,336,10.0,326
2024-04-13,M3,C,Pune,448,73.0,1.5410489749904468,Power Failure,375.0,181,4.0,177
